date,bundesland,gemeindeschluessel,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,betten_frei,betten_belegt,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
2021-11-09,01,01001,2,3,1,0,5,37,33,2
2021-11-09,01,01002,3,5,5,4,38,126,124,34
2021-11-09,01,01003,2,2,10,5,19,115,115,19
2021-11-09,01,01004,1,1,0,0,1,24,24,1
2021-11-09,01,01051,1,1,1,0,7,31,31,7
2021-11-09,01,01053,2,2,1,0,3,15,15,3
2021-11-09,01,01054,3,3,3,2,7,17,17,7
2021-11-09,01,01055,3,3,1,0,11,40,40,11
2021-11-09,01,01056,2,2,2,2,5,32,32,5
2021-11-09,01,01057,1,1,0,0,2,10,10,2
2021-11-09,01,01058,3,5,0,0,8,34,31,5
2021-11-09,01,01059,1,1,0,0,1,23,23,1
2021-11-09,01,01060,3,3,1,1,22,63,63,22
2021-11-09,01,01061,1,3,0,0,5,38,27,3
2021-11-09,01,01062,3,3,1,0,7,23,23,7
2021-11-09,02,02000,24,34,47,30,96,516,449,54
2021-11-09,03,03101,5,7,5,1,19,110,95,17
2021-11-09,03,03102,2,2,0,0,4,25,25,4
2021-11-09,03,03103,1,3,2,2,1,28,20,1
2021-11-09,03,03151,1,1,3,1,0,13,13,0
2021-11-09,03,03153,3,3,2,1,3,26,26,3
2021-11-09,03,03154,1,1,2,2,1,16,16,1
2021-11-09,03,03155,2,2,1,1,7,13,13,7
2021-11-09,03,03157,1,1,2,0,4,10,10,4
2021-11-09,03,03158,1,1,2,0,2,14,14,2
2021-11-09,03,03159,7,8,12,7,34,115,98,29
2021-11-09,03,03241,16,19,32,21,54,348,305,42
2021-11-09,03,03251,3,3,1,0,4,13,13,4
2021-11-09,03,03252,4,6,2,0,9,69,69,3
2021-11-09,03,03254,4,7,0,0,17,60,54,12
2021-11-09,03,03255,1,1,3,0,1,8,8,1
2021-11-09,03,03256,1,1,1,0,1,13,13,1
2021-11-09,03,03257,1,1,2,0,2,25,25,2
2021-11-09,03,03351,1,2,3,2,4,28,22,0
2021-11-09,03,03352,2,2,0,0,5,10,10,5
2021-11-09,03,03353,3,3,3,1,5,27,27,5
2021-11-09,03,03354,1,1,1,1,0,8,8,0
2021-11-09,03,03355,1,3,0,0,12,33,17,11
2021-11-09,03,03356,2,3,2,0,1,8,8,1
2021-11-09,03,03357,2,3,1,0,7,25,24,4
2021-11-09,03,03358,2,2,0,0,5,12,12,5
2021-11-09,03,03359,2,3,2,1,7,24,24,4
2021-11-09,03,03360,2,2,3,3,2,74,74,2
2021-11-09,03,03361,2,2,0,0,3,12,12,3
2021-11-09,03,03401,1,1,0,0,0,16,16,0
2021-11-09,03,03402,1,1,1,1,3,16,16,3
2021-11-09,03,03403,3,6,12,9,8,105,88,3
2021-11-09,03,03404,3,4,6,4,8,106,90,8
2021-11-09,03,03405,1,2,4,2,8,21,16,5
2021-11-09,03,03451,2,3,3,1,2,31,31,2
2021-11-09,03,03452,3,4,1,1,6,31,27,2
2021-11-09,03,03453,3,3,4,3,7,17,17,7
2021-11-09,03,03454,6,10,6,0,14,72,57,6
2021-11-09,03,03455,2,2,3,1,2,31,31,2
2021-11-09,03,03456,1,1,0,0,5,22,22,5
2021-11-09,03,03457,4,6,2,0,6,25,23,3
2021-11-09,03,03458,1,1,2,2,1,4,4,1
2021-11-09,03,03459,6,7,5,3,20,71,71,20
2021-11-09,03,03460,3,5,5,4,7,29,26,2
2021-11-09,03,03461,2,2,1,1,4,7,7,4
2021-11-09,03,03462,1,1,0,0,1,7,7,1
2021-11-09,04,04011,8,9,15,11,13,142,129,10
2021-11-09,04,04012,3,4,6,4,12,35,30,7
2021-11-09,05,05111,11,14,27,14,11,285,260,10
2021-11-09,05,05112,9,16,13,3,19,170,148,13
2021-11-09,05,05113,12,15,22,14,25,344,322,18
2021-11-09,05,05114,4,7,9,2,12,74,64,10
2021-11-09,05,05116,4,6,13,4,6,83,76,6
2021-11-09,05,05117,2,2,2,1,3,31,31,3
2021-11-09,05,05119,4,6,4,3,22,51,37,17
