date,bundesland,gemeindeschluessel,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,betten_frei,betten_belegt,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
2021-11-26,01,01001,2,3,2,1,4,38,34,1
2021-11-26,01,01002,3,5,5,5,26,130,127,23
2021-11-26,01,01003,2,4,12,6,18,216,190,18
2021-11-26,01,01004,1,1,2,0,6,19,19,6
2021-11-26,01,01051,1,1,2,0,4,34,34,4
2021-11-26,01,01053,2,2,1,0,4,14,14,4
2021-11-26,01,01054,3,3,1,1,3,21,21,3
2021-11-26,01,01055,3,3,1,1,8,38,38,8
2021-11-26,01,01056,2,2,4,1,7,29,29,7
2021-11-26,01,01057,1,1,2,1,4,8,8,4
2021-11-26,01,01058,3,5,2,1,11,31,28,8
2021-11-26,01,01059,1,1,0,0,0,24,24,0
2021-11-26,01,01060,3,3,2,1,15,65,65,15
2021-11-26,01,01061,1,3,1,1,14,29,21,9
2021-11-26,01,01062,3,3,7,3,6,26,26,6
2021-11-26,02,02000,24,34,52,33,108,498,432,65
2021-11-26,03,03101,5,7,6,2,26,103,95,17
2021-11-26,03,03102,2,2,3,3,1,28,28,1
2021-11-26,03,03103,1,3,8,5,4,25,19,1
2021-11-26,03,03151,1,1,4,2,0,12,12,0
2021-11-26,03,03153,3,3,2,0,3,22,22,3
2021-11-26,03,03154,1,1,1,1,5,12,12,5
2021-11-26,03,03155,2,2,1,0,3,15,15,3
2021-11-26,03,03157,1,1,1,0,0,12,12,0
2021-11-26,03,03158,1,1,4,2,3,13,13,3
2021-11-26,03,03159,7,8,19,15,22,106,93,16
2021-11-26,03,03241,16,19,37,22,37,362,315,27
2021-11-26,03,03251,3,3,0,0,5,12,12,5
2021-11-26,03,03252,4,6,4,3,14,61,60,9
2021-11-26,03,03254,4,7,8,2,16,54,47,12
2021-11-26,03,03255,1,1,3,1,3,8,8,3
2021-11-26,03,03256,1,1,0,0,2,12,12,2
2021-11-26,03,03257,1,1,5,2,0,22,22,0
2021-11-26,03,03351,1,2,5,4,2,28,20,0
2021-11-26,03,03352,2,2,3,1,4,8,8,4
2021-11-26,03,03353,3,3,2,1,2,30,30,2
2021-11-26,03,03354,1,1,2,0,0,6,6,0
2021-11-26,03,03355,1,3,1,0,13,30,20,6
2021-11-26,03,03356,2,3,0,0,2,8,8,2
2021-11-26,03,03357,2,3,1,0,3,25,21,3
2021-11-26,03,03358,2,2,1,1,8,13,13,8
2021-11-26,03,03359,2,3,2,0,6,25,25,3
2021-11-26,03,03360,2,2,3,2,3,73,73,3
2021-11-26,03,03361,2,2,2,2,2,13,13,2
2021-11-26,03,03401,1,1,1,0,0,16,16,0
2021-11-26,03,03402,1,1,1,1,1,16,16,1
2021-11-26,03,03403,3,6,14,10,7,111,90,3
2021-11-26,03,03404,4,5,15,8,13,108,93,12
2021-11-26,03,03405,1,2,2,2,6,22,19,1
2021-11-26,03,03451,2,3,1,0,5,28,28,5
2021-11-26,03,03452,3,4,3,1,11,25,21,7
2021-11-26,03,03453,3,3,2,2,6,17,17,6
2021-11-26,03,03454,6,10,6,5,21,62,50,13
2021-11-26,03,03455,2,2,1,0,9,22,22,9
2021-11-26,03,03456,1,1,4,1,3,24,24,3
2021-11-26,03,03457,4,6,3,1,7,22,22,2
2021-11-26,03,03458,1,1,0,0,0,4,4,0
2021-11-26,03,03459,6,7,13,3,9,77,77,9
2021-11-26,03,03460,3,5,5,3,8,28,23,5
2021-11-26,03,03461,2,2,1,1,0,13,13,0
2021-11-26,03,03462,1,1,0,0,0,8,8,0
2021-11-26,04,04011,8,9,18,9,3,146,130,3
2021-11-26,04,04012,3,4,3,2,6,43,35,0
2021-11-26,05,05111,11,14,32,16,14,280,256,12
2021-11-26,05,05112,9,16,22,11,15,160,138,8
2021-11-26,05,05113,12,15,36,20,36,336,316,28
2021-11-26,05,05114,4,7,15,9,7,77,65,7
2021-11-26,05,05116,4,6,19,8,10,79,73,9
2021-11-26,05,05117,2,2,8,1,2,32,32,2
2021-11-26,05,05119,4,6,9,4,12,55,40,8
2021-11-26,05,05120,1,1,1,0,2,24,24,2
2021-11-26,05,05122,3,4,10,7,6,58,55,5
2021-11-26,05,05124,5,7,11,7,27,121,113,21
2021-11-26,05,05154,5,8,6,3,13,53,53,5
2021-11-26,05,05158,6,6,10,4,8,53,53,8
2021-11-26,05,05162,5,7,8,3,9,92,81,6
2021-11-26,05,05166,4,4,3,1,3,28,28,3
2021-11-26,05,05170,8,11,22,10,25,99,92,23
2021-11-26,05,05314,11,18,23,17,13,270,216,7
2021-11-26,05,05315,18,29,49,22,20,345,288,17
2021-11-26,05,05316,2,5,9,5,4,65,47,4
2021-11-26,05,05334,7,13,22,9,22,260,243,18
2021-11-26,05,05358,4,6,5,2,10,52,47,6
2021-11-26,05,05362,6,6,6,3,5,54,54,5
2021-11-26,05,05366,3,3,4,1,5,22,22,5
2021-11-26,05,05370,3,3,6,4,5,35,35,5
2021-11-26,05,05374,5,5,9,6,16,41,41,16
2021-11-26,05,05378,4,4,7,5,1,37,37,1
2021-11-26,05,05382,6,7,13,1,9,77,66,9
2021-11-26,05,05512,2,2,1,1,16,27,27,16
2021-11-26,05,05513,4,7,12,5,15,75,65,4
2021-11-26,05,05515,7,9,9,6,17,185,173,12
2021-11-26,05,05554,5,6,8,3,14,53,53,12
2021-11-26,05,05558,3,5,2,0,6,25,15,6
2021-11-26,05,05562,14,15,28,13,29,196,172,21
2021-11-26,05,05566,5,7,11,1,12,89,75,11
2021-11-26,05,05570,5,6,9,4,6,44,43,3
2021-11-26,05,05711,4,6,18,8,13,125,103,7
2021-11-26,05,05754,4,4,12,3,5,43,43,5
2021-11-26,05,05758,3,5,8,3,9,50,45,4
2021-11-26,05,05762,5,6,4,2,4,31,28,3
2021-11-26,05,05766,2,2,15,9,2,48,48,2
2021-11-26,05,05770,6,9,18,8,20,179,161,13
2021-11-26,05,05774,5,7,19,12,9,74,65,3
2021-11-26,05,05911,6,8,17,12,11,174,158,6
2021-11-26,05,05913,9,9,18,14,20,266,266,20
2021-11-26,05,05914,5,7,7,1,10,72,69,3
2021-11-26,05,05915,5,7,6,2,24,70,54,18
2021-11-26,05,05916,4,4,9,3,6,58,58,6
2021-11-26,05,05954,6,8,6,0,22,112,80,11
2021-11-26,05,05958,9,10,7,4,14,73,69,14
2021-11-26,05,05962,8,10,11,5,16,85,81,12
2021-11-26,05,05966,3,3,1,1,11,17,17,11
2021-11-26,05,05970,6,7,10,8,10,105,95,8
2021-11-26,05,05974,7,9,8,4,11,75,68,4
2021-11-26,05,05978,8,8,8,4,9,92,92,9
2021-11-26,06,06411,4,7,12,10,15,87,50,3
2021-11-26,06,06412,12,17,52,18,28,265,238,26
2021-11-26,06,06413,2,4,14,7,14,93,82,12
2021-11-26,06,06414,4,6,20,12,7,93,80,7
2021-11-26,06,06431,5,5,6,1,3,36,36,3
2021-11-26,06,06432,2,2,13,10,0,27,27,0
2021-11-26,06,06433,2,2,7,2,0,25,25,0
2021-11-26,06,06434,2,2,5,3,1,23,23,1
2021-11-26,06,06435,4,7,12,5,8,75,67,3
2021-11-26,06,06436,2,2,2,1,1,24,24,1
2021-11-26,06,06437,2,2,5,4,4,122,122,4
2021-11-26,06,06438,2,2,12,7,4,18,18,4
2021-11-26,06,06439,2,2,6,2,2,14,14,2
2021-11-26,06,06440,5,5,8,3,0,61,61,0
2021-11-26,06,06531,4,6,21,16,15,192,173,11
2021-11-26,06,06532,2,2,5,2,6,41,41,6
2021-11-26,06,06533,3,3,6,1,1,46,46,1
2021-11-26,06,06534,3,3,8,4,14,119,119,14
2021-11-26,06,06535,4,4,3,1,3,21,21,3
2021-11-26,06,06611,6,6,17,2,20,123,123,20
2021-11-26,06,06631,3,5,9,4,7,82,73,5
2021-11-26,06,06632,3,4,6,2,12,43,42,6
2021-11-26,06,06633,4,4,1,0,7,20,20,7
2021-11-26,06,06634,3,3,1,0,5,21,21,5
2021-11-26,06,06635,6,6,4,0,6,76,76,6
2021-11-26,06,06636,3,3,4,1,4,25,25,4
2021-11-26,07,07111,4,6,12,4,22,90,76,16
2021-11-26,07,07131,2,2,3,2,2,14,14,2
2021-11-26,07,07132,2,2,2,0,6,8,8,6
2021-11-26,07,07133,4,6,5,2,10,37,28,4
2021-11-26,07,07134,2,2,2,0,3,15,15,3
2021-11-26,07,07135,2,2,3,0,1,7,7,1
2021-11-26,07,07137,3,3,4,3,5,30,30,5
2021-11-26,07,07138,5,8,8,5,11,53,39,7
2021-11-26,07,07140,2,2,2,1,3,11,11,3
2021-11-26,07,07141,5,5,4,4,4,27,27,4
2021-11-26,07,07143,4,4,4,2,9,21,21,9
2021-11-26,07,07211,3,6,10,6,7,73,61,7
2021-11-26,07,07231,2,2,1,1,2,20,20,2
2021-11-26,07,07232,2,2,4,0,3,11,11,3
2021-11-26,07,07233,2,2,2,1,2,14,14,2
2021-11-26,07,07235,2,2,2,0,2,14,14,2
2021-11-26,07,07311,1,1,3,1,1,10,10,1
2021-11-26,07,07312,1,3,2,1,13,91,79,12
2021-11-26,07,07313,2,3,3,1,4,15,14,0
2021-11-26,07,07314,4,6,12,6,8,99,86,5
2021-11-26,07,07315,2,2,11,7,16,92,92,16
2021-11-26,07,07316,1,1,4,1,5,12,12,5
2021-11-26,07,07317,1,2,2,1,1,15,11,1
2021-11-26,07,07318,2,3,8,3,0,27,26,0
2021-11-26,07,07319,1,3,8,2,10,40,25,3
2021-11-26,07,07320,1,1,1,0,3,6,6,3
2021-11-26,07,07331,1,1,0,0,0,7,7,0
2021-11-26,07,07332,2,2,2,1,1,13,13,1
2021-11-26,07,07333,2,2,2,1,2,10,10,2
2021-11-26,07,07334,2,2,5,5,4,17,17,4
2021-11-26,07,07335,1,1,0,0,7,3,3,7
2021-11-26,07,07336,1,1,1,1,1,15,15,1
2021-11-26,07,07337,2,2,0,0,1,10,10,1
