date,bundesland,gemeindeschluessel,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,betten_frei,betten_belegt,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
2021-11-03,05,05762,5,6,3,3,11,24,20,11
2021-11-03,05,05766,2,2,6,1,0,50,50,0
2021-11-03,05,05770,6,9,14,7,17,194,172,14
2021-11-03,05,05774,5,7,12,9,8,80,69,4
2021-11-03,05,05911,6,8,16,11,23,166,157,11
2021-11-03,05,05913,9,9,12,5,23,264,264,23
2021-11-03,05,05914,5,7,4,2,8,74,71,3
2021-11-03,05,05915,5,7,3,3,19,74,61,10
2021-11-03,05,05916,4,4,4,2,7,56,56,7
2021-11-03,05,05954,6,8,4,1,23,105,66,19
2021-11-03,05,05958,9,10,5,2,19,68,65,18
2021-11-03,05,05962,8,10,8,4,18,85,79,16
2021-11-03,05,05966,3,3,1,1,8,18,18,8
2021-11-03,05,05970,5,5,8,5,7,97,97,7
2021-11-03,05,05974,7,9,5,0,19,71,61,14
2021-11-03,05,05978,8,8,7,2,8,100,100,8
2021-11-03,06,06411,4,7,7,3,14,86,45,6
2021-11-03,06,06412,12,17,32,19,32,269,243,27
2021-11-03,06,06413,2,4,7,5,11,96,88,7
2021-11-03,06,06414,4,6,14,7,8,94,83,7
2021-11-03,06,06431,5,5,5,3,9,31,31,9
2021-11-03,06,06432,2,2,11,7,0,27,27,0
2021-11-03,06,06433,2,2,4,2,2,22,22,2
2021-11-03,06,06434,2,2,3,1,2,24,24,2
2021-11-03,06,06435,4,7,13,5,3,79,68,1
2021-11-03,06,06436,2,2,5,2,1,25,25,1
2021-11-03,06,06437,2,2,1,0,8,118,118,8
2021-11-03,06,06438,2,2,11,5,2,19,19,2
2021-11-03,06,06439,2,2,5,3,2,14,14,2
2021-11-03,06,06440,5,5,6,2,1,64,64,1
2021-11-03,06,06531,4,6,15,12,10,207,185,9
2021-11-03,06,06532,2,2,5,0,3,42,42,3
2021-11-03,06,06533,3,3,4,1,9,41,41,9
2021-11-03,06,06534,3,3,5,5,17,122,122,17
2021-11-03,06,06535,4,4,0,0,6,20,20,6
2021-11-03,06,06611,6,6,11,2,10,134,134,10
2021-11-03,06,06631,3,5,3,0,14,80,73,10
2021-11-03,06,06632,3,4,4,0,12,46,42,9
2021-11-03,06,06633,4,4,0,0,6,21,21,6
2021-11-03,06,06634,3,3,3,1,10,21,21,10
2021-11-03,06,06635,6,6,1,0,7,73,73,7
2021-11-03,06,06636,3,3,2,0,8,22,22,8
2021-11-03,07,07111,4,6,11,4,23,90,77,16
2021-11-03,07,07131,2,2,0,0,2,15,15,2
2021-11-03,07,07132,2,2,0,0,6,10,10,6
2021-11-03,07,07133,4,6,1,0,12,34,25,7
2021-11-03,07,07134,2,2,1,0,3,15,15,3
2021-11-03,07,07135,2,2,3,0,4,6,6,4
2021-11-03,07,07137,3,3,1,1,7,28,28,7
2021-11-03,07,07138,5,8,5,0,5,60,43,4
2021-11-03,07,07140,2,2,2,1,7,8,8,7
2021-11-03,07,07141,5,5,3,1,1,30,30,1
2021-11-03,07,07143,4,4,2,2,4,26,26,4
2021-11-03,07,07211,3,6,6,4,12,68,57,11
2021-11-03,07,07231,2,2,1,0,6,18,18,6
2021-11-03,07,07232,2,2,1,0,2,12,12,2
2021-11-03,07,07233,2,2,0,0,2,14,14,2
2021-11-03,07,07235,2,2,1,0,3,13,13,3
2021-11-03,07,07311,1,1,1,1,1,10,10,1
2021-11-03,07,07312,1,3,3,2,14,91,80,12
2021-11-03,07,07313,2,3,3,1,7,17,17,0
2021-11-03,07,07314,4,6,9,4,24,91,78,21
2021-11-03,07,07315,2,2,9,6,17,94,94,17
2021-11-03,07,07316,1,1,1,0,7,10,10,7
2021-11-03,07,07317,1,2,1,0,2,14,12,0
2021-11-03,07,07318,2,3,4,1,2,25,24,2
2021-11-03,07,07319,1,3,3,2,1,53,29,1
2021-11-03,07,07320,1,1,0,0,3,6,6,3
2021-11-03,07,07331,1,1,0,0,4,4,4,4
2021-11-03,07,07332,2,2,4,2,6,7,7,6
2021-11-03,07,07333,2,2,0,0,2,10,10,2
2021-11-03,07,07334,2,2,3,2,2,17,17,2
2021-11-03,07,07335,1,1,1,0,4,6,6,4
2021-11-03,07,07336,1,1,0,0,4,12,12,4
2021-11-03,07,07337,2,2,0,0,1,12,12,1
2021-11-03,07,07339,1,1,0,0,0,10,10,0
2021-11-03,07,07340,1,1,0,0,6,3,3,6
2021-11-03,08,08111,10,12,31,17,21,230,210,19
2021-11-03,08,08115,4,6,8,4,1,48,34,1
2021-11-03,08,08116,4,8,16,7,8,71,60,3
2021-11-03,08,08117,3,5,6,3,11,31,28,5
2021-11-03,08,08118,4,5,10,7,1,83,82,0
2021-11-03,08,08119,2,4,11,6,14,50,45,6
2021-11-03,08,08121,1,3,6,3,3,41,32,0
2021-11-03,08,08125,2,2,3,3,4,48,48,4
2021-11-03,08,08126,1,1,1,1,1,6,6,1
2021-11-03,08,08127,2,4,3,1,8,44,38,6
2021-11-03,08,08128,3,4,4,2,17,45,35,11
2021-11-03,08,08135,1,2,5,0,4,17,15,0
2021-11-03,08,08136,4,8,4,2,14,59,45,8
2021-11-03,08,08211,1,3,5,1,2,20,10,2
2021-11-03,08,08212,4,6,13,10,16,104,92,16
2021-11-03,08,08215,3,3,9,5,13,34,34,13
2021-11-03,08,08216,2,2,0,0,3,7,7,3
2021-11-03,08,08221,6,8,10,6,29,225,191,24
2021-11-03,08,08222,3,6,14,11,11,99,83,4
2021-11-03,08,08225,3,3,2,0,7,16,16,7
2021-11-03,08,08226,4,4,9,3,2,34,34,2
2021-11-03,08,08231,2,4,8,2,5,53,43,4
2021-11-03,08,08235,3,3,2,0,3,23,23,3
2021-11-03,08,08236,2,2,3,1,1,11,11,1
2021-11-03,08,08237,1,1,2,2,0,7,7,0
2021-11-03,08,08311,4,7,15,9,53,169,144,42
2021-11-03,08,08315,3,3,0,0,1,29,29,1
2021-11-03,08,08316,3,3,4,2,1,88,88,1
2021-11-03,08,08317,6,8,9,2,17,68,55,15
2021-11-03,08,08325,2,2,3,2,2,9,9,2
2021-11-03,08,08326,2,6,8,1,2,55,44,2
2021-11-03,08,08327,1,1,2,1,0,10,10,0
2021-11-03,08,08335,6,10,7,0,13,74,58,10
2021-11-03,08,08336,2,2,4,0,5,21,10,3
2021-11-03,08,08337,1,1,2,2,4,6,6,4
2021-11-03,08,08415,1,3,4,1,8,33,17,0
2021-11-03,08,08416,2,5,9,6,8,90,65,4
2021-11-03,08,08417,2,2,5,2,6,20,20,6
2021-11-03,08,08421,4,5,11,10,33,96,82,25
2021-11-03,08,08425,2,2,4,1,2,16,16,2
2021-11-03,08,08426,1,1,3,3,1,15,15,1
2021-11-03,08,08435,3,5,6,5,21,45,41,20
2021-11-03,08,08436,4,6,12,7,14,52,49,5
2021-11-03,08,08437,2,2,3,2,0,10,10,0
2021-11-03,09,09161,1,1,11,7,2,41,41,2
2021-11-03,09,09162,24,35,65,37,34,501,431,25
2021-11-03,09,09163,1,3,10,0,6,34,24,2
2021-11-03,09,09171,2,3,4,1,0,25,18,0
2021-11-03,09,09172,3,3,2,1,0,19,19,0
2021-11-03,09,09173,2,2,5,5,1,23,23,1
2021-11-03,09,09174,1,1,5,3,0,26,26,0
2021-11-03,09,09175,1,1,5,4,0,19,19,0
2021-11-03,09,09176,3,3,2,1,4,44,44,4
2021-11-03,09,09177,1,1,7,6,0,19,19,0
2021-11-03,09,09178,1,1,5,3,0,10,10,0
2021-11-03,09,09179,1,1,2,1,1,8,8,1
2021-11-03,09,09180,2,4,6,4,10,54,50,7
2021-11-03,09,09181,1,2,5,1,1,13,11,0
2021-11-03,09,09182,1,1,8,8,0,24,24,0
2021-11-03,09,09183,1,1,4,0,0,12,12,0
2021-11-03,09,09184,2,2,0,0,2,8,8,2
2021-11-03,09,09185,2,4,4,2,3,31,13,1
2021-11-03,09,09186,1,1,2,2,2,6,6,2
2021-11-03,09,09187,5,5,11,6,8,58,58,8
2021-11-03,09,09188,5,6,9,3,7,39,37,5
2021-11-03,09,09189,2,3,8,4,9,42,36,2
2021-11-03,09,09190,3,3,5,5,4,19,19,4
2021-11-03,09,09261,3,5,4,2,4,51,34,1
2021-11-03,09,09262,2,4,10,4,11,35,27,5
2021-11-03,09,09263,1,1,8,4,3,23,23,3
2021-11-03,09,09271,2,2,8,4,1,28,28,1
2021-11-03,09,09272,2,2,5,2,0,16,16,0
2021-11-03,09,09273,3,3,2,0,2,8,8,2
2021-11-03,09,09274,1,1,2,0,0,6,6,0
2021-11-03,09,09275,2,2,7,2,1,25,25,1
2021-11-03,09,09276,2,2,5,1,0,14,14,0
2021-11-03,09,09277,2,2,7,5,2,14,14,2
2021-11-03,09,09278,2,2,4,1,1,9,9,1
2021-11-03,09,09279,1,1,0,0,0,8,8,0
2021-11-03,09,09361,1,3,6,3,11,28,22,6
2021-11-03,09,09362,4,7,24,20,34,170,153,24
2021-11-03,09,09363,1,3,4,1,5,46,39,2
2021-11-03,09,09371,1,1,2,1,4,6,6,4
2021-11-03,09,09372,1,1,8,6,0,10,10,0
2021-11-03,09,09373,1,1,5,3,3,17,17,3
2021-11-03,09,09375,2,2,2,1,4,10,10,4
2021-11-03,09,09376,4,4,4,2,5,17,17,5
2021-11-03,09,09377,2,2,0,0,4,14,14,4
2021-11-03,09,09461,1,4,2,2,9,40,26,3
2021-11-03,09,09462,2,7,2,2,4,56,51,0
2021-11-03,09,09463,1,3,3,2,4,36,30,1
2021-11-03,09,09464,1,3,4,2,3,30,25,2
2021-11-03,09,09471,2,2,1,1,8,8,8,8
2021-11-03,09,09472,1,1,0,0,4,3,3,4
2021-11-03,09,09474,2,2,1,1,3,10,10,3
2021-11-03,09,09475,2,2,3,1,0,17,17,0
2021-11-03,09,09476,1,1,1,0,6,9,9,6
2021-11-03,09,09477,1,1,1,1,1,24,24,1
2021-11-03,09,09478,3,3,3,2,5,34,34,5
2021-11-03,09,09479,2,2,0,0,1,15,15,1
2021-11-03,09,09561,2,2,4,0,3,20,20,3
2021-11-03,09,09562,3,5,16,16,15,109,90,6
2021-11-03,09,09563,1,3,5,3,9,35,34,1
2021-11-03,09,09564,6,12,22,11,29,159,136,14
2021-11-03,09,09565,1,1,2,1,1,3,3,1
2021-11-03,09,09571,3,3,0,0,5,17,17,5
2021-11-03,09,09572,1,1,0,0,0,3,3,0
2021-11-03,09,09574,3,3,9,9,4,21,21,4
2021-11-03,09,09575,2,2,1,1,10,38,38,10
2021-11-03,09,09576,1,1,0,0,2,3,3,2
2021-11-03,09,09577,2,2,4,2,0,14,14,0
2021-11-03,09,09661,1,3,4,2,1,55,38,0
2021-11-03,09,09662,2,4,7,0,1,65,50,1
2021-11-03,09,09663,2,4,10,8,25,115,115,21
2021-11-03,09,09671,1,1,0,0,0,6,6,0
2021-11-03,09,09672,4,4,2,0,4,36,36,4
2021-11-03,09,09673,1,1,10,4,17,124,124,17
2021-11-03,09,09674,2,2,0,0,3,6,6,3
2021-11-03,09,09675,1,1,0,0,1,6,6,1
2021-11-03,09,09676,1,1,0,0,1,9,9,1
2021-11-03,09,09677,1,1,2,1,1,5,5,1
2021-11-03,09,09678,2,2,0,0,3,3,3,3
2021-11-03,09,09679,1,1,0,0,1,8,8,1
2021-11-03,09,09761,3,6,17,12,20,120,84,6
2021-11-03,09,09762,1,1,5,1,0,13,13,0
2021-11-03,09,09763,1,3,4,0,5,37,23,1
2021-11-03,09,09764,1,3,8,4,5,25,18,2
2021-11-03,09,09771,2,2,4,3,0,13,13,0
2021-11-03,09,09772,2,2,1,0,6,6,6,6
2021-11-03,09,09773,2,2,3,1,1,13,13,1
2021-11-03,09,09774,4,4,3,1,5,41,41,5
2021-11-03,09,09775,2,2,3,0,3,15,15,3
2021-11-03,09,09776,2,2,2,1,3,8,8,3
2021-11-03,09,09777,3,3,3,1,4,13,13,4
2021-11-03,09,09778,2,2,3,0,3,11,11,3
2021-11-03,09,09779,3,3,5,2,0,24,24,0
2021-11-03,09,09780,2,2,6,4,3,13,13,3
2021-11-03,10,10041,7,9,9,2,19,156,146,15
2021-11-03,10,10042,1,1,0,0,3,9,9,3
2021-11-03,10,10043,2,4,1,0,6,30,24,2
2021-11-03,10,10044,3,4,5,3,10,50,42,5
2021-11-03,10,10045,2,4,5,3,11,154,143,6
2021-11-03,10,10046,1,1,1,0,1,13,13,1
2021-11-03,11,11000,41,64,112,79,91,1074,974,84
2021-11-03,12,12051,3,4,1,0,14,53,46,5
2021-11-03,12,12052,2,3,6,2,8,83,74,5
2021-11-03,12,12053,1,1,0,0,6,6,6,6
2021-11-03,12,12054,4,6,10,5,8,60,39,6
2021-11-03,12,12060,2,2,2,1,9,57,57,9
2021-11-03,12,12061,5,5,4,3,6,28,28,6
2021-11-03,12,12062,2,2,0,0,2,10,10,2
2021-11-03,12,12063,2,4,1,0,5,16,15,2
2021-11-03,12,12064,3,3,3,0,5,18,18,5
2021-11-03,12,12065,5,5,2,2,10,29,29,10
2021-11-03,12,12066,1,1,2,1,3,18,18,3
2021-11-03,12,12067,2,2,4,2,7,30,30,7
2021-11-03,12,12068,3,3,1,0,5,42,42,5
2021-11-03,12,12069,2,2,5,3,5,41,41,5
2021-11-03,12,12070,2,2,1,1,2,12,12,2
2021-11-03,12,12071,3,3,2,0,5,13,13,5
2021-11-03,12,12072,2,2,1,0,1,14,14,1
2021-11-03,12,12073,4,4,2,1,6,22,22,6
2021-11-03,13,13003,2,4,3,0,16,101,82,11
2021-11-03,13,13004,1,1,1,1,4,48,48,4
2021-11-03,13,13071,5,7,2,1,15,65,56,11
2021-11-03,13,13072,4,6,0,0,14,31,31,14
2021-11-03,13,13073,4,4,2,1,15,44,44,15
2021-11-03,13,13074,2,2,0,0,6,11,11,6
2021-11-03,13,13075,7,9,7,2,18,158,146,10
2021-11-03,13,13076,7,7,3,3,18,107,107,18
2021-11-03,14,14511,3,7,19,10,19,161,148,6
2021-11-03,14,14521,6,7,25,14,13,71,70,10
2021-11-03,14,14522,5,5,11,9,9,39,39,9
2021-11-03,14,14523,5,6,6,4,11,49,49,9
2021-11-03,14,14524,5,6,14,8,17,84,84,15
2021-11-03,14,14612,6,16,42,22,29,244,220,24
2021-11-03,14,14625,6,7,19,11,8,55,55,8
2021-11-03,14,14626,6,7,9,2,16,48,44,14
2021-11-03,14,14627,5,5,17,11,8,55,55,8
2021-11-03,14,14628,6,6,30,5,8,71,71,8
2021-11-03,14,14713,7,11,19,12,42,295,259,26
2021-11-03,14,14729,3,4,7,5,9,50,48,3
2021-11-03,14,14730,8,8,5,1,19,40,40,19
2021-11-03,15,15001,1,3,1,1,11,25,23,1
2021-11-03,15,15002,5,10,14,10,33,231,211,24
2021-11-03,15,15003,6,9,7,7,13,188,171,6
2021-11-03,15,15081,2,2,1,0,2,15,15,2
2021-11-03,15,15082,3,3,9,4,9,24,24,9
2021-11-03,15,15083,2,2,2,0,3,14,14,3
2021-11-03,15,15084,3,3,2,1,7,26,26,7
2021-11-03,15,15085,4,5,4,1,21,38,31,20
2021-11-03,15,15086,2,2,3,1,7,18,18,7
2021-11-03,15,15087,3,3,7,1,1,27,27,1
2021-11-03,15,15088,2,2,3,2,7,15,15,7
2021-11-03,15,15089,4,4,2,2,1,33,33,1
2021-11-03,15,15090,2,3,0,0,6,18,18,3
2021-11-03,15,15091,2,4,2,2,12,20,20,10
2021-11-03,16,16051,2,3,10,6,11,63,61,9
2021-11-03,16,16052,1,1,7,1,0,42,42,0
2021-11-03,16,16053,1,3,7,3,6,99,75,1
2021-11-03,16,16054,1,2,3,2,11,17,12,6
2021-11-03,16,16055,1,1,2,0,1,13,13,1
2021-11-03,16,16056,1,1,0,0,3,12,12,3
2021-11-03,16,16061,2,2,5,1,2,18,18,2
2021-11-03,16,16062,3,4,4,2,22,36,29,15
2021-11-03,16,16063,3,3,4,1,9,64,64,9
2021-11-03,16,16064,3,4,6,2,3,14,14,1
2021-11-03,16,16065,1,1,0,0,0,6,6,0
2021-11-03,16,16066,2,2,12,2,0,42,42,0
2021-11-03,16,16067,2,2,7,3,4,15,15,4
2021-11-03,16,16068,1,1,1,0,0,6,6,0
2021-11-03,16,16069,1,1,2,2,3,5,5,3
2021-11-03,16,16070,2,3,4,3,5,12,11,5
2021-11-03,16,16071,3,3,7,6,9,70,70,9
2021-11-03,16,16072,1,1,1,1,2,4,4,2
2021-11-03,16,16073,1,1,6,1,1,19,19,1
2021-11-03,16,16074,1,1,1,1,0,8,8,0
2021-11-03,16,16075,1,1,0,0,2,3,3,2
2021-11-03,16,16076,1,1,0,0,1,9,9,1
2021-11-03,16,16077,1,2,2,1,6,26,26,2
