date,bundesland,gemeindeschluessel,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,betten_frei,betten_belegt,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
2021-11-11,01,01001,2,3,0,0,6,36,33,2
2021-11-11,01,01002,3,5,4,3,36,128,124,34
2021-11-11,01,01003,2,2,8,5,24,110,110,24
2021-11-11,01,01004,1,1,0,0,2,23,23,2
2021-11-11,01,01051,1,1,0,0,5,33,33,5
2021-11-11,01,01053,2,2,1,0,2,16,16,2
2021-11-11,01,01054,3,3,3,2,6,18,18,6
2021-11-11,01,01055,3,3,1,0,7,37,37,7
2021-11-11,01,01056,2,2,2,2,1,36,36,1
2021-11-11,01,01057,1,1,0,0,4,8,8,4
2021-11-11,01,01058,3,5,0,0,16,26,23,13
2021-11-11,01,01059,1,1,0,0,1,23,23,1
2021-11-11,01,01060,3,3,1,1,24,61,61,24
2021-11-11,01,01061,1,3,0,0,7,36,25,5
2021-11-11,01,01062,3,3,1,1,4,26,26,4
2021-11-11,02,02000,24,34,46,32,109,505,437,68
2021-11-11,03,03101,5,7,3,1,20,109,97,15
2021-11-11,03,03102,2,2,0,0,3,26,26,3
2021-11-11,03,03103,1,3,3,3,0,29,21,0
2021-11-11,03,03151,1,1,5,2,0,11,11,0
2021-11-11,03,03153,3,3,2,0,2,25,25,2
2021-11-11,03,03154,1,1,2,1,0,17,17,0
2021-11-11,03,03155,2,2,1,1,6,14,14,6
2021-11-11,03,03157,1,1,2,0,0,12,12,0
2021-11-11,03,03158,1,1,2,0,6,10,10,6
2021-11-11,03,03159,7,8,12,11,29,107,93,21
2021-11-11,03,03241,16,19,27,17,45,359,313,38
2021-11-11,03,03251,3,3,0,0,4,15,15,4
2021-11-11,03,03252,4,6,4,0,12,64,64,6
2021-11-11,03,03254,4,7,0,0,19,57,51,14
2021-11-11,03,03255,1,1,3,1,0,9,9,0
2021-11-11,03,03256,1,1,1,0,2,12,12,2
2021-11-11,03,03257,1,1,1,1,4,23,23,4
2021-11-11,03,03351,1,2,3,3,2,30,22,0
2021-11-11,03,03352,2,2,0,0,5,10,10,5
2021-11-11,03,03353,3,3,3,0,1,31,31,1
2021-11-11,03,03354,1,1,1,1,0,8,8,0
2021-11-11,03,03355,1,3,1,0,8,37,20,8
2021-11-11,03,03356,2,3,3,1,2,9,9,2
2021-11-11,03,03357,2,3,2,0,7,25,24,4
2021-11-11,03,03358,2,2,1,0,0,18,18,0
2021-11-11,03,03359,2,3,4,3,8,23,23,5
2021-11-11,03,03360,2,2,4,3,8,68,68,8
2021-11-11,03,03361,2,2,0,0,4,11,11,4
2021-11-11,03,03401,1,1,0,0,0,16,16,0
2021-11-11,03,03402,1,1,1,1,3,16,16,3
2021-11-11,03,03403,3,6,11,9,6,108,89,3
2021-11-11,03,03404,4,5,7,6,17,101,86,16
2021-11-11,03,03405,1,2,4,2,7,23,17,5
2021-11-11,03,03451,2,3,2,0,7,26,26,7
2021-11-11,03,03452,3,4,2,1,7,30,27,2
2021-11-11,03,03453,3,3,4,2,4,20,20,4
2021-11-11,03,03454,6,10,2,0,22,64,52,12
2021-11-11,03,03455,2,2,3,1,3,28,28,3
2021-11-11,03,03456,1,1,0,0,1,26,26,1
2021-11-11,03,03457,4,6,2,1,9,19,19,4
2021-11-11,03,03458,1,1,0,0,0,5,5,0
2021-11-11,03,03459,6,7,4,3,19,70,70,19
2021-11-11,03,03460,3,5,4,4,8,28,25,3
2021-11-11,03,03461,2,2,1,1,1,11,11,1
2021-11-11,03,03462,1,1,0,0,0,8,8,0
2021-11-11,04,04011,8,9,18,11,16,139,127,12
2021-11-11,04,04012,3,4,7,4,8,40,32,7
2021-11-11,05,05111,11,14,23,13,16,282,258,14
2021-11-11,05,05112,9,16,15,8,22,166,143,16
2021-11-11,05,05113,12,15,21,16,34,338,317,26
2021-11-11,05,05114,4,7,7,3,18,68,59,15
2021-11-11,05,05116,4,6,16,7,2,87,80,2
2021-11-11,05,05117,2,2,1,1,5,29,29,5
2021-11-11,05,05119,4,6,3,2,9,64,51,3
2021-11-11,05,05120,1,1,2,0,5,21,21,5
2021-11-11,05,05122,3,4,5,3,15,57,54,14
2021-11-11,05,05124,5,7,12,8,23,127,116,20
2021-11-11,05,05154,5,8,7,2,13,59,59,5
