date,bundesland,gemeindeschluessel,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,betten_frei,betten_belegt,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
2021-11-05,01,01001,2,3,2,1,2,39,34,0
2021-11-05,01,01002,3,5,5,4,43,121,120,38
2021-11-05,01,01003,2,2,7,5,22,112,112,22
2021-11-05,01,01004,1,1,0,0,1,24,24,1
2021-11-05,01,01051,1,1,2,0,6,32,32,6
2021-11-05,01,01053,2,2,1,0,2,16,16,2
2021-11-05,01,01054,3,3,2,2,5,19,19,5
2021-11-05,01,01055,3,3,0,0,6,45,45,6
2021-11-05,01,01056,2,2,1,1,5,32,32,5
2021-11-05,01,01057,1,1,0,0,8,4,4,8
2021-11-05,01,01058,3,5,0,0,9,33,29,7
2021-11-05,01,01059,1,1,0,0,1,23,23,1
2021-11-05,01,01060,3,3,1,1,22,58,58,22
2021-11-05,01,01061,1,3,0,0,8,35,26,4
2021-11-05,01,01062,3,3,0,0,9,21,21,9
2021-11-05,02,02000,24,34,51,31,82,533,458,48
2021-11-05,03,03101,5,7,4,2,24,105,93,19
2021-11-05,03,03102,2,2,2,1,1,28,28,1
2021-11-05,03,03103,1,3,2,2,2,29,21,1
2021-11-05,03,03151,1,1,2,1,0,12,12,0
2021-11-05,03,03153,3,3,2,1,2,27,27,2
2021-11-05,03,03154,1,1,2,2,5,12,12,5
2021-11-05,03,03155,2,2,2,1,3,18,18,3
2021-11-05,03,03157,1,1,2,0,0,14,14,0
2021-11-05,03,03158,1,1,1,0,4,12,12,4
2021-11-05,03,03159,7,8,11,10,13,113,100,11
2021-11-05,03,03241,16,19,35,25,32,364,319,25
2021-11-05,03,03251,3,3,1,0,2,15,15,2
2021-11-05,03,03252,4,6,5,1,9,66,63,6
2021-11-05,03,03254,4,7,1,0,14,61,56,8
2021-11-05,03,03255,1,1,3,0,0,9,9,0
2021-11-05,03,03256,1,1,1,1,2,12,12,2
2021-11-05,03,03257,1,1,2,0,4,23,23,4
2021-11-05,03,03351,1,2,3,2,5,27,19,3
2021-11-05,03,03352,2,2,0,0,7,8,8,7
2021-11-05,03,03353,3,3,5,0,3,29,29,3
2021-11-05,03,03354,1,1,1,1,2,4,4,2
2021-11-05,03,03355,1,3,1,1,17,27,15,12
2021-11-05,03,03356,2,3,2,0,1,8,8,1
2021-11-05,03,03357,2,3,1,0,4,28,27,1
2021-11-05,03,03358,2,2,2,0,6,12,12,6
2021-11-05,03,03359,2,3,2,1,7,24,24,4
2021-11-05,03,03360,2,2,2,2,4,72,72,4
2021-11-05,03,03361,2,2,0,0,7,7,7,7
2021-11-05,03,03401,1,1,1,0,0,16,16,0
2021-11-05,03,03402,1,1,1,1,6,13,13,6
2021-11-05,03,03403,3,6,15,10,7,110,91,4
2021-11-05,03,03404,4,5,10,5,17,103,88,16
2021-11-05,03,03405,1,2,3,2,7,22,17,4
2021-11-05,03,03451,2,3,0,0,2,30,30,2
2021-11-05,03,03452,3,4,1,0,5,31,26,2
2021-11-05,03,03453,3,3,4,3,8,16,16,8
2021-11-05,03,03454,6,10,6,1,16,71,54,9
2021-11-05,03,03455,2,2,1,1,6,27,27,6
2021-11-05,03,03456,1,1,1,0,1,26,26,1
2021-11-05,03,03457,4,6,1,0,13,18,18,8
2021-11-05,03,03458,1,1,2,2,0,10,10,0
2021-11-05,03,03459,6,7,4,3,22,72,72,22
2021-11-05,03,03460,3,5,3,2,6,30,26,2
2021-11-05,03,03461,2,2,0,0,4,11,11,4
2021-11-05,03,03462,1,1,0,0,0,8,8,0
2021-11-05,04,04011,8,9,14,9,4,152,137,3
2021-11-05,04,04012,3,4,5,5,14,35,32,9
2021-11-05,05,05111,11,14,27,13,10,287,263,8
2021-11-05,05,05112,9,15,13,5,23,166,145,20
2021-11-05,05,05113,12,15,20,15,29,336,312,24
2021-11-05,05,05114,4,7,8,2,6,80,68,6
2021-11-05,05,05116,4,6,12,5,9,82,75,9
2021-11-05,05,05117,2,2,2,1,5,31,31,5
2021-11-05,05,05119,4,6,4,4,11,57,43,6
2021-11-05,05,05120,1,1,1,0,2,24,24,2
2021-11-05,05,05122,3,4,9,5,18,54,53,15
2021-11-05,05,05124,5,7,8,5,16,134,125,11
2021-11-05,05,05154,5,8,4,1,14,56,56,6
2021-11-05,05,05158,6,6,3,1,13,49,49,13
2021-11-05,05,05162,5,7,5,2,12,88,77,9
2021-11-05,05,05166,4,4,2,1,5,30,30,5
2021-11-05,05,05170,8,11,4,1,27,102,98,20
2021-11-05,05,05314,10,17,18,11,13,248,190,10
2021-11-05,05,05315,18,30,37,23,27,380,325,22
2021-11-05,05,05316,2,5,5,1,14,55,43,8
2021-11-05,05,05334,7,13,11,8,16,266,250,13
2021-11-05,05,05358,4,6,6,4,6,56,50,4
2021-11-05,05,05362,6,6,5,1,10,48,48,10
2021-11-05,05,05366,3,3,5,4,2,24,24,2
2021-11-05,05,05370,3,3,4,3,2,38,38,2
2021-11-05,05,05374,5,5,5,1,16,43,43,16
2021-11-05,05,05378,4,4,4,4,8,34,34,8
2021-11-05,05,05382,6,7,4,1,11,76,65,10
2021-11-05,05,05512,2,2,3,2,15,28,28,15
2021-11-05,05,05513,4,7,7,3,16,81,68,3
2021-11-05,05,05515,7,9,8,6,13,202,188,11
2021-11-05,05,05554,5,6,3,3,19,48,48,17
2021-11-05,05,05558,3,5,1,1,6,25,15,6
2021-11-05,05,05562,14,15,14,4,41,184,161,32
2021-11-05,05,05566,5,7,3,1,18,88,73,18
2021-11-05,05,05570,5,6,5,1,9,36,35,8
2021-11-05,05,05711,4,6,8,4,21,117,95,15
2021-11-05,05,05754,3,3,4,1,10,22,22,10
2021-11-05,05,05758,3,5,5,3,7,47,41,3
2021-11-05,05,05762,5,6,2,1,7,28,24,7
2021-11-05,05,05766,2,2,6,2,1,49,49,1
2021-11-05,05,05770,6,9,17,10,12,197,173,11
2021-11-05,05,05774,5,7,12,10,11,77,66,7
2021-11-05,05,05911,6,8,16,12,21,166,154,12
2021-11-05,05,05913,9,9,12,4,19,271,271,19
2021-11-05,05,05914,5,7,2,1,10,73,67,6
2021-11-05,05,05915,5,7,3,3,16,80,65,9
2021-11-05,05,05916,4,4,3,2,4,59,59,4
2021-11-05,05,05954,6,8,6,1,21,113,75,16
2021-11-05,05,05958,9,10,4,3,14,71,67,14
2021-11-05,05,05962,8,10,8,3,24,83,78,21
2021-11-05,05,05966,3,3,1,1,6,20,20,6
2021-11-05,05,05970,5,5,8,6,6,98,98,6
2021-11-05,05,05974,7,9,7,2,10,80,67,7
2021-11-05,05,05978,8,8,6,2,7,105,105,7
2021-11-05,06,06411,4,7,7,5,11,87,47,2
2021-11-05,06,06412,12,17,38,11,43,260,236,36
2021-11-05,06,06413,2,4,9,5,8,99,89,6
2021-11-05,06,06414,4,6,15,5,8,93,81,8
2021-11-05,06,06431,5,5,3,2,5,32,32,5
2021-11-05,06,06432,2,2,11,6,0,27,27,0
2021-11-05,06,06433,2,2,7,1,0,25,25,0
2021-11-05,06,06434,2,2,4,1,2,24,24,2
2021-11-05,06,06435,4,7,12,5,3,80,68,1
2021-11-05,06,06436,2,2,4,2,1,25,25,1
2021-11-05,06,06437,2,2,3,2,2,124,124,2
2021-11-05,06,06438,2,2,11,5,4,18,18,4
2021-11-05,06,06439,2,2,3,2,1,15,15,1
2021-11-05,06,06440,5,5,7,2,1,63,63,1
2021-11-05,06,06531,4,6,16,13,6,197,175,6
2021-11-05,06,06532,2,2,5,0,2,44,44,2
2021-11-05,06,06533,3,3,4,2,5,45,45,5
2021-11-05,06,06534,3,3,4,4,9,126,126,9
2021-11-05,06,06535,4,4,0,0,2,24,24,2
2021-11-05,06,06611,6,6,12,3,12,133,133,12
2021-11-05,06,06631,3,5,3,0,15,79,72,11
2021-11-05,06,06632,3,4,4,1,9,46,41,7
2021-11-05,06,06633,4,4,1,1,4,23,23,4
2021-11-05,06,06634,3,3,3,1,12,19,19,12
2021-11-05,06,06635,6,6,1,0,5,71,71,5
2021-11-05,06,06636,3,3,5,0,3,27,27,3
2021-11-05,07,07111,4,6,12,5,19,90,74,15
2021-11-05,07,07131,2,2,0,0,2,14,14,2
2021-11-05,07,07132,2,2,0,0,4,10,10,4
2021-11-05,07,07133,4,6,2,1,10,36,28,4
2021-11-05,07,07134,2,2,1,0,2,16,16,2
2021-11-05,07,07135,2,2,3,0,1,7,7,1
2021-11-05,07,07137,3,3,1,1,10,25,25,10
2021-11-05,07,07138,5,8,6,2,5,61,43,4
2021-11-05,07,07140,2,2,1,1,3,12,12,3
2021-11-05,07,07141,5,5,4,1,1,30,30,1
2021-11-05,07,07143,4,4,4,4,8,22,22,8
2021-11-05,07,07211,3,6,4,2,8,71,61,6
2021-11-05,07,07231,2,2,3,0,4,20,20,4
2021-11-05,07,07232,2,2,1,0,3,11,11,3
2021-11-05,07,07233,2,2,1,0,1,15,15,1
2021-11-05,07,07235,2,2,0,0,4,12,12,4
2021-11-05,07,07311,1,1,2,1,2,9,9,2
2021-11-05,07,07312,1,3,2,2,9,96,83,9
2021-11-05,07,07313,2,3,1,0,8,16,14,3
2021-11-05,07,07314,4,6,12,5,24,91,77,22
2021-11-05,07,07315,2,2,8,6,6,102,102,6
2021-11-05,07,07316,1,1,1,0,0,15,15,0
2021-11-05,07,07317,1,2,0,0,4,12,10,2
2021-11-05,07,07318,2,3,5,1,0,28,27,0
2021-11-05,07,07319,1,3,4,2,2,53,29,1
2021-11-05,07,07320,1,1,0,0,0,9,9,0
2021-11-05,07,07331,1,1,0,0,2,6,6,2
2021-11-05,07,07332,2,2,4,2,4,9,9,4
2021-11-05,07,07333,2,2,0,0,2,10,10,2
2021-11-05,07,07334,2,2,3,2,3,18,18,3
2021-11-05,07,07335,1,1,0,0,3,7,7,3
2021-11-05,07,07336,1,1,0,0,2,14,14,2
2021-11-05,07,07337,2,2,0,0,1,12,12,1
2021-11-05,07,07339,1,1,0,0,0,10,10,0
2021-11-05,07,07340,1,1,0,0,7,2,2,7
2021-11-05,08,08111,10,12,33,15,19,231,211,17
2021-11-05,08,08115,4,6,9,5,1,48,34,1
2021-11-05,08,08116,4,8,18,10,6,71,60,1
2021-11-05,08,08117,3,5,8,3,10,33,30,4
2021-11-05,08,08118,4,5,11,7,1,83,82,0
2021-11-05,08,08119,2,4,10,6,18,46,39,12
2021-11-05,08,08121,1,3,8,4,8,40,31,5
2021-11-05,08,08125,2,2,3,3,4,47,47,4
2021-11-05,08,08126,1,1,1,1,1,6,6,1
2021-11-05,08,08127,2,4,3,1,9,43,39,5
2021-11-05,08,08128,3,4,4,2,17,47,37,11
2021-11-05,08,08135,1,2,8,0,5,15,13,1
2021-11-05,08,08136,4,8,7,2,11,62,48,5
2021-11-05,08,08211,1,3,5,1,2,20,12,0
2021-11-05,08,08212,4,6,14,11,19,102,91,18
2021-11-05,08,08215,3,3,10,5,4,40,40,4
2021-11-05,08,08216,2,2,0,0,0,10,10,0
2021-11-05,08,08221,6,8,10,7,28,225,193,21
2021-11-05,08,08222,3,6,15,12,12,100,83,6
2021-11-05,08,08225,3,3,4,1,3,18,18,3
2021-11-05,08,08226,4,4,7,4,3,33,33,3
2021-11-05,08,08231,2,4,10,5,5,49,40,3
2021-11-05,08,08235,3,3,2,1,4,23,23,4
2021-11-05,08,08236,2,2,3,1,1,11,11,1
2021-11-05,08,08237,1,1,3,1,0,6,6,0
2021-11-05,08,08311,4,7,17,10,54,168,143,43
2021-11-05,08,08315,3,3,2,0,2,28,28,2
2021-11-05,08,08316,3,3,6,2,0,89,89,0
2021-11-05,08,08317,6,8,10,3,12,71,59,9
2021-11-05,08,08325,2,2,3,2,2,7,7,2
2021-11-05,08,08326,2,6,10,1,7,53,39,7
2021-11-05,08,08327,1,1,2,1,1,9,9,1
2021-11-05,08,08335,6,10,4,0,16,69,52,14
2021-11-05,08,08336,2,2,4,0,3,23,12,1
2021-11-05,08,08337,1,1,2,2,5,5,5,5
2021-11-05,08,08415,1,3,4,2,8,34,15,3
2021-11-05,08,08416,2,5,10,8,10,87,64,5
2021-11-05,08,08417,2,2,5,1,5,21,21,5
2021-11-05,08,08421,4,5,13,11,32,96,81,25
2021-11-05,08,08425,2,2,3,0,0,16,16,0
2021-11-05,08,08426,1,1,3,3,1,15,15,1
2021-11-05,08,08435,3,5,4,3,17,49,45,16
2021-11-05,08,08436,4,6,11,7,17,49,46,8
2021-11-05,08,08437,2,2,3,2,0,10,10,0
2021-11-05,09,09161,1,1,14,5,4,40,40,4
2021-11-05,09,09162,24,35,76,42,29,499,429,20
2021-11-05,09,09163,1,3,13,0,6,38,30,0
2021-11-05,09,09171,2,3,7,2,1,25,18,1
2021-11-05,09,09172,3,3,2,0,3,16,16,3
2021-11-05,09,09173,2,2,5,4,2,22,22,2
2021-11-05,09,09174,1,1,5,4,0,28,28,0
2021-11-05,09,09175,1,1,7,6,0,18,18,0
2021-11-05,09,09176,3,3,2,1,2,44,44,2
2021-11-05,09,09177,1,1,7,6,0,19,19,0
2021-11-05,09,09178,1,1,5,3,0,10,10,0
2021-11-05,09,09179,1,1,2,2,1,9,9,1
2021-11-05,09,09180,2,4,7,4,9,55,53,4
2021-11-05,09,09181,1,2,5,0,4,10,8,3
2021-11-05,09,09182,1,1,5,4,4,20,20,4
2021-11-05,09,09183,1,1,8,1,0,15,15,0
2021-11-05,09,09184,2,2,0,0,0,6,6,0
2021-11-05,09,09185,2,4,5,3,9,25,12,2
2021-11-05,09,09186,1,1,1,1,1,7,7,1
2021-11-05,09,09187,5,5,12,8,3,64,64,3
2021-11-05,09,09188,5,6,8,3,4,43,39,4
2021-11-05,09,09189,2,3,8,5,9,40,32,4
2021-11-05,09,09190,3,3,6,5,4,17,17,4
2021-11-05,09,09261,3,5,5,1,4,51,34,1
2021-11-05,09,09262,2,4,10,5,7,39,28,4
2021-11-05,09,09263,1,1,5,4,8,19,19,8
2021-11-05,09,09271,2,2,8,3,1,28,28,1
2021-11-05,09,09272,2,2,6,3,4,14,14,4
2021-11-05,09,09273,3,3,2,0,0,10,10,0
2021-11-05,09,09274,1,1,2,0,0,6,6,0
