date,bundesland,gemeindeschluessel,anzahl_standorte,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,betten_frei,betten_belegt,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
2021-11-18,01,01001,2,3,0,0,4,38,34,1
2021-11-18,01,01002,3,5,3,3,36,128,126,32
2021-11-18,01,01003,2,2,9,7,21,114,114,21
2021-11-18,01,01004,1,1,0,0,1,24,24,1
2021-11-18,01,01051,1,1,1,1,2,36,36,2
2021-11-18,01,01053,2,2,0,0,3,15,15,3
2021-11-18,01,01054,3,3,3,2,6,18,18,6
2021-11-18,01,01055,3,3,2,0,9,36,36,9
2021-11-18,01,01056,2,2,2,1,1,33,33,1
2021-11-18,01,01057,1,1,1,0,3,9,9,3
2021-11-18,01,01058,3,5,1,0,14,28,26,10
2021-11-18,01,01059,1,1,0,0,4,20,20,4
2021-11-18,01,01060,3,3,4,2,27,58,58,27
2021-11-18,01,01061,1,3,2,0,5,34,25,1
2021-11-18,01,01062,3,3,3,2,7,25,25,7
2021-11-18,02,02000,24,34,54,31,109,505,429,76
2021-11-18,03,03101,5,7,5,1,29,100,91,21
2021-11-18,03,03102,2,2,1,0,2,27,27,2
2021-11-18,03,03103,1,3,5,5,4,28,21,2
2021-11-18,03,03151,1,1,7,3,0,12,12,0
2021-11-18,03,03153,3,3,3,1,1,23,23,1
2021-11-18,03,03154,1,1,1,1,0,16,16,0
2021-11-18,03,03155,2,2,2,0,3,17,17,3
2021-11-18,03,03157,1,1,0,0,6,10,10,6
2021-11-18,03,03158,1,1,2,0,4,12,12,4
2021-11-18,03,03159,7,8,14,11,22,118,105,15
2021-11-18,03,03241,16,19,34,18,39,359,315,29
2021-11-18,03,03251,3,3,0,0,1,16,16,1
2021-11-18,03,03252,4,6,3,0,21,55,55,15
2021-11-18,03,03254,4,7,2,1,14,63,56,10
2021-11-18,03,03255,1,1,2,2,0,11,11,0
2021-11-18,03,03256,1,1,0,0,3,11,11,3
2021-11-18,03,03257,1,1,1,1,2,25,25,2
2021-11-18,03,03351,1,2,3,3,5,25,19,1
2021-11-18,03,03352,2,2,2,0,4,8,8,4
2021-11-18,03,03353,3,3,3,1,6,26,26,6
2021-11-18,03,03354,1,1,2,2,0,6,6,0
2021-11-18,03,03355,1,3,0,0,7,38,23,5
2021-11-18,03,03356,2,3,4,2,2,9,9,2
2021-11-18,03,03357,2,3,0,0,6,24,22,4
2021-11-18,03,03358,2,2,2,0,3,17,17,3
2021-11-18,03,03359,2,3,0,0,13,18,18,10
2021-11-18,03,03360,2,2,4,2,3,73,73,3
2021-11-18,03,03361,2,2,2,1,0,15,15,0
2021-11-18,03,03401,1,1,1,0,0,13,13,0
2021-11-18,03,03402,1,1,2,1,1,18,18,1
2021-11-18,03,03403,3,6,12,11,7,113,92,3
2021-11-18,03,03404,4,5,11,5,18,103,90,15
2021-11-18,03,03405,1,2,3,2,8,24,18,6
2021-11-18,03,03451,2,3,3,1,5,27,27,5
2021-11-18,03,03452,3,4,1,1,9,27,24,4
2021-11-18,03,03453,3,3,6,2,2,22,22,2
2021-11-18,03,03454,6,10,1,1,20,63,52,11
2021-11-18,03,03455,2,2,2,1,7,24,24,7
2021-11-18,03,03456,1,1,0,0,6,21,21,6
2021-11-18,03,03457,4,6,1,1,13,18,18,8
2021-11-18,03,03458,1,1,0,0,0,5,5,0
2021-11-18,03,03459,6,7,7,4,14,72,72,14
2021-11-18,03,03460,3,5,5,3,10,26,23,5
2021-11-18,03,03461,2,2,1,1,4,9,9,4
2021-11-18,03,03462,1,1,0,0,1,7,7,1
2021-11-18,04,04011,8,9,16,12,5,151,139,1
2021-11-18,04,04012,3,4,5,4,11,43,37,3
2021-11-18,05,05111,11,14,20,9,13,286,260,13
2021-11-18,05,05112,9,16,18,7,25,159,139,16
2021-11-18,05,05113,12,15,30,21,31,338,317,24
2021-11-18,05,05114,4,7,5,2,19,65,56,16
2021-11-18,05,05116,4,6,15,5,8,81,74,8
2021-11-18,05,05117,2,2,1,0,9,25,25,9
2021-11-18,05,05119,4,6,5,2,19,53,43,10
2021-11-18,05,05120,1,1,2,1,1,25,25,1
2021-11-18,05,05122,3,4,9,6,1,71,67,1
2021-11-18,05,05124,5,7,7,5,23,125,116,18
2021-11-18,05,05154,5,8,7,0,10,57,56,4
2021-11-18,05,05158,6,6,6,3,12,51,51,12
2021-11-18,05,05162,5,7,8,3,8,93,82,5
2021-11-18,05,05166,4,4,3,0,3,31,31,3
2021-11-18,05,05170,8,11,18,6,8,115,109,3
2021-11-18,05,05314,11,18,22,17,14,274,215,10
2021-11-18,05,05315,18,30,46,23,39,350,295,35
2021-11-18,05,05316,2,5,5,3,9,60,45,6
2021-11-18,05,05334,7,13,15,12,20,264,248,17
2021-11-18,05,05358,4,6,5,2,8,53,48,5
2021-11-18,05,05362,6,6,6,2,9,51,51,9
2021-11-18,05,05366,3,3,4,2,3,25,25,3
2021-11-18,05,05370,3,3,8,7,2,38,38,2
2021-11-18,05,05374,6,6,11,4,9,67,67,9
2021-11-18,05,05378,4,4,4,2,1,39,39,1
2021-11-18,05,05382,6,7,7,0,12,75,64,11
2021-11-18,05,05512,2,2,3,2,14,29,29,14
2021-11-18,05,05513,4,7,11,7,20,77,65,6
2021-11-18,05,05515,7,9,11,9,10,193,180,9
2021-11-18,05,05554,5,6,10,2,7,59,58,7
2021-11-18,05,05558,3,5,0,0,7,24,14,7
2021-11-18,05,05562,14,15,19,10,32,194,168,26
2021-11-18,05,05566,5,7,7,1,21,84,70,20
2021-11-18,05,05570,5,6,5,1,11,37,37,9
2021-11-18,05,05711,4,6,16,7,9,129,106,4
2021-11-18,05,05754,4,4,7,3,4,48,48,4
2021-11-18,05,05758,3,5,5,4,9,45,38,6
2021-11-18,05,05762,5,6,3,2,5,30,26,5
2021-11-18,05,05766,2,2,15,8,2,48,48,2
2021-11-18,05,05770,6,9,19,9,31,177,157,27
2021-11-18,05,05774,5,7,12,10,12,72,63,6
2021-11-18,05,05911,6,8,15,12,15,171,154,11
2021-11-18,05,05913,9,9,17,11,22,268,268,22
2021-11-18,05,05914,5,7,5,2,10,77,72,5
2021-11-18,05,05915,5,7,6,4,20,70,57,11
2021-11-18,05,05916,4,4,5,3,9,55,55,9
2021-11-18,05,05954,6,8,4,2,27,107,69,22
2021-11-18,05,05958,9,10,7,2,13,77,74,12
2021-11-18,05,05962,8,10,7,4,16,88,85,11
2021-11-18,05,05966,3,3,0,0,11,17,17,11
2021-11-18,05,05970,5,5,11,6,2,100,100,2
2021-11-18,05,05974,7,9,5,1,24,66,60,14
2021-11-18,05,05978,8,8,5,1,11,95,95,11
2021-11-18,06,06411,4,7,9,5,20,77,41,7
2021-11-18,06,06412,12,17,47,16,33,267,240,29
2021-11-18,06,06413,2,4,16,11,6,100,90,4
2021-11-18,06,06414,4,6,17,9,9,97,83,9
2021-11-18,06,06431,5,5,5,2,7,33,33,7
2021-11-18,06,06432,2,2,11,8,1,24,24,1
2021-11-18,06,06433,2,2,8,2,0,26,26,0
2021-11-18,06,06434,2,2,7,2,1,20,20,1
2021-11-18,06,06435,4,7,11,5,9,73,67,2
2021-11-18,06,06436,2,2,4,0,1,25,25,1
2021-11-18,06,06437,2,2,1,0,6,120,120,6
2021-11-18,06,06438,2,2,10,6,5,17,17,5
2021-11-18,06,06439,2,2,5,3,3,13,13,3
2021-11-18,06,06440,5,5,6,2,1,64,64,1
2021-11-18,06,06531,4,6,22,16,13,188,171,8
2021-11-18,06,06532,2,2,3,1,2,44,44,2
2021-11-18,06,06533,3,3,2,1,3,44,44,3
2021-11-18,06,06534,3,3,6,4,16,119,119,16
2021-11-18,06,06535,4,4,2,2,8,18,18,8
2021-11-18,06,06611,6,6,10,4,10,133,133,10
2021-11-18,06,06631,3,5,6,2,5,86,78,2
2021-11-18,06,06632,3,4,5,1,15,41,39,10
2021-11-18,06,06633,4,4,2,0,2,26,26,2
2021-11-18,06,06634,3,3,1,0,9,20,20,9
2021-11-18,06,06635,6,6,1,0,13,68,68,13
2021-11-18,06,06636,3,3,5,1,4,25,25,4
2021-11-18,07,07111,4,6,9,5,25,87,71,23
2021-11-18,07,07131,2,2,2,2,3,14,14,3
